RR,BApplication,NAP,latitude,longitude,biochar_pH,highestT,Biochar carbon,Biochar.Nitrogen,Biochar.Ash,Biochar C/N,Soil_PH,CEC,Soil Organic Carbon,sand,silt,clay,feedstock,croptype,texture,PyrolysisType
-0.03,20,300,28,113.25,10.4,450,0.47,0.01,0.21,79.15254237,6.21,\N,18.76,\N,\N,\N,Nonwood,cereal,\N,slow
0.04,40,300,28,113.25,10.4,450,0.47,0.01,0.21,79.15254237,6.21,\N,18.76,\N,\N,\N,Nonwood,cereal,\N,slow
0,20,0,28,113.25,10.4,450,0.47,0.01,0.21,79.15254237,6.21,\N,18.76,\N,\N,\N,Nonwood,cereal,\N,slow
0,40,0,28,113.25,10.4,450,0.47,0.01,0.21,79.15254237,6.21,\N,18.76,\N,\N,\N,Nonwood,cereal,\N,slow
0.05,20,300,28.25,116.25,10.4,450,0.47,0.01,0.21,79.15254237,4.89,\N,17.7,\N,\N,\N,Nonwood,cereal,\N,slow
0.05,40,300,28.25,116.25,10.4,450,0.47,0.01,0.21,79.15254237,4.89,\N,17.7,\N,\N,\N,Nonwood,cereal,\N,slow
-0.02,20,0,28.25,116.25,10.4,450,0.47,0.01,0.21,79.15254237,4.89,\N,17.7,\N,\N,\N,Nonwood,cereal,\N,slow
0.01,40,0,28.25,116.25,10.4,450,0.47,0.01,0.21,79.15254237,4.89,\N,17.7,\N,\N,\N,Nonwood,cereal,\N,slow
-0.11,4,50,19.5,102,7.5,\N,0.87,0,\N,280.6451613,5.2,14,15,0.27,0.45,0.28,Wood,cereal,Medium,\N
-0.12,4,50,19.5,102,7.5,\N,0.87,0,\N,280.6451613,5.2,14,15,0.27,0.45,0.28,Wood,cereal,Medium,\N
-0.05,4,50,19.5,102,7.5,\N,0.87,0,\N,280.6451613,5.2,14,15,0.27,0.45,0.28,Wood,cereal,Medium,\N
0.13,4,50,19.5,102,7.5,\N,0.87,0,\N,280.6451613,5.2,14,15,0.27,0.45,0.28,Wood,cereal,Medium,\N
-0.02,8,50,19.5,102,7.5,\N,0.87,0,\N,280.6451613,5.2,14,15,0.27,0.45,0.28,Wood,cereal,Medium,\N
0.04,8,50,19.5,102,7.5,\N,0.87,0,\N,280.6451613,5.2,14,15,0.27,0.45,0.28,Wood,cereal,Medium,\N
0.05,8,50,19.5,102,7.5,\N,0.87,0,\N,280.6451613,5.2,14,15,0.27,0.45,0.28,Wood,cereal,Medium,\N
0.21,8,50,19.5,102,7.5,\N,0.87,0,\N,280.6451613,5.2,14,15,0.27,0.45,0.28,Wood,cereal,Medium,\N
0.03,16,50,19.5,102,7.5,\N,0.87,0,\N,280.6451613,5.2,14,15,0.27,0.45,0.28,Wood,cereal,Medium,\N
-0.02,16,50,19.5,102,7.5,\N,0.87,0,\N,280.6451613,5.2,14,15,0.27,0.45,0.28,Wood,cereal,Medium,\N
-0.03,16,50,19.5,102,7.5,\N,0.87,0,\N,280.6451613,5.2,14,15,0.27,0.45,0.28,Wood,cereal,Medium,\N
0.24,16,50,19.5,102,7.5,\N,0.87,0,\N,280.6451613,5.2,14,15,0.27,0.45,0.28,Wood,cereal,Medium,\N
0.17,38,50,10.75,106.75,\N,\N,\N,\N,0.45,\N,4.5,\N,\N,0.67,0.05,0.28,Nonwood,cereal,Light,\N
0.45,76,50,10.75,106.75,\N,\N,\N,\N,0.45,\N,4.5,\N,\N,0.67,0.05,0.28,Nonwood,cereal,Light,\N
0.54,114,50,10.75,106.75,\N,\N,\N,\N,0.45,\N,4.5,\N,\N,0.67,0.05,0.28,Nonwood,cereal,Light,\N
0.98,38,0,10.75,106.75,\N,\N,\N,\N,0.45,\N,4.5,\N,\N,0.67,0.05,0.28,Nonwood,cereal,Light,\N
1.73,76,0,10.75,106.75,\N,\N,\N,\N,0.45,\N,4.5,\N,\N,0.67,0.05,0.28,Nonwood,cereal,Light,\N
1.85,114,0,10.75,106.75,\N,\N,\N,\N,0.45,\N,4.5,\N,\N,0.67,0.05,0.28,Nonwood,cereal,Light,\N
0.57,38,50,10.75,106.75,\N,\N,\N,\N,0.45,\N,4.5,\N,\N,0.67,0.05,0.28,Nonwood,cereal,Light,\N
0.72,76,50,10.75,106.75,\N,\N,\N,\N,0.45,\N,4.5,\N,\N,0.67,0.05,0.28,Nonwood,cereal,Light,\N
0.79,114,50,10.75,106.75,\N,\N,\N,\N,0.45,\N,4.5,\N,\N,0.67,0.05,0.28,Nonwood,cereal,Light,\N
-0.21,38,0,10.75,106.75,\N,\N,\N,\N,0.45,\N,6.5,\N,\N,0.48,0.09,0.43,Nonwood,cereal,Heavy,\N
0.7,76,0,10.75,106.75,\N,\N,\N,\N,0.45,\N,6.5,\N,\N,0.48,0.09,0.43,Nonwood,cereal,Heavy,\N
0.46,114,0,10.75,106.75,\N,\N,\N,\N,0.45,\N,6.5,\N,\N,0.48,0.09,0.43,Nonwood,cereal,Heavy,\N
-0.11,38,50,10.75,106.75,\N,\N,\N,\N,0.45,\N,6.5,\N,\N,0.48,0.09,0.43,Nonwood,cereal,Heavy,\N
0.39,76,50,10.75,106.75,\N,\N,\N,\N,0.45,\N,6.5,\N,\N,0.48,0.09,0.43,Nonwood,cereal,Heavy,\N
0.42,114,50,10.75,106.75,\N,\N,\N,\N,0.45,\N,6.5,\N,\N,0.48,0.09,0.43,Nonwood,cereal,Heavy,\N
-0.1,38,0,10.75,106.75,\N,\N,\N,\N,0.45,\N,6.5,\N,\N,0.48,0.09,0.43,Nonwood,cereal,Heavy,\N
0.67,76,0,10.75,106.75,\N,\N,\N,\N,0.45,\N,6.5,\N,\N,0.48,0.09,0.43,Nonwood,cereal,Heavy,\N
0.39,114,0,10.75,106.75,\N,\N,\N,\N,0.45,\N,6.5,\N,\N,0.48,0.09,0.43,Nonwood,cereal,Heavy,\N
0.27,38,50,10.75,106.75,\N,\N,\N,\N,0.45,\N,6.5,\N,\N,0.48,0.09,0.43,Nonwood,cereal,Heavy,\N
0.8,76,50,10.75,106.75,\N,\N,\N,\N,0.45,\N,6.5,\N,\N,0.48,0.09,0.43,Nonwood,cereal,Heavy,\N
0.85,114,50,10.75,106.75,\N,\N,\N,\N,0.45,\N,6.5,\N,\N,0.48,0.09,0.43,Nonwood,cereal,Heavy,\N
0,8,165,4.25,-72.5,9.2,\N,0.73,0.01,0.05,95.92105263,3.91,11,20,\N,\N,0.42,Wood,cereal,Light,\N
-0.02,20,165,4.25,-72.5,9.2,\N,0.73,0.01,0.05,95.92105263,3.91,11,20,\N,\N,0.42,Wood,cereal,Light,\N
0.16,8,170,4.25,-72.5,9.2,\N,0.73,0.01,0.05,95.92105263,3.91,11,20,\N,\N,0.42,Wood,cereal,Light,\N
0.24,20,170,4.25,-72.5,9.2,\N,0.73,0.01,0.05,95.92105263,3.91,11,20,\N,\N,0.42,Wood,cereal,Light,\N
0.14,8,156,4.25,-72.5,9.2,\N,0.73,0.01,0.05,95.92105263,3.91,11,20,\N,\N,0.42,Wood,cereal,Light,\N
0.27,20,156,4.25,-72.5,9.2,\N,0.73,0.01,0.05,95.92105263,3.91,11,20,\N,\N,0.42,Wood,cereal,Light,\N
0.54,8,159,4.25,-72.5,9.2,\N,0.73,0.01,0.05,95.92105263,3.91,11,20,\N,\N,0.42,Wood,cereal,Light,\N
0.87,20,159,4.25,-72.5,9.2,\N,0.73,0.01,0.05,95.92105263,3.91,11,20,\N,\N,0.42,Wood,cereal,Light,\N
0.94,10,135,0,109.5,8.75,600,0.19,\N,\N,\N,3.75,6.84,7.8,\N,\N,\N,Nonwood,cereal,Medium,slow
0.23,\N,1,52.5,5.75,\N,400,\N,\N,\N,\N,4.97,14.8,22.4,0.94,0.05,0.03,Nonwood,forb,Light,slow
0.57,\N,10,52.5,5.75,\N,400,\N,\N,\N,\N,4.97,14.8,22.4,0.94,0.05,0.03,Nonwood,forb,Light,slow
-0.07,\N,50,52.5,5.75,\N,400,\N,\N,\N,\N,4.97,14.8,22.4,0.94,0.05,0.03,Nonwood,forb,Light,slow
-0.79,\N,120,52.5,5.75,\N,400,\N,\N,\N,\N,4.97,14.8,22.4,0.94,0.05,0.03,Nonwood,forb,Light,slow
0,\N,1,52.5,5.75,\N,400,\N,\N,\N,\N,4.97,14.8,22.4,0.94,0.05,0.03,Nonwood,forb,Light,slow
0.02,\N,10,52.5,5.75,\N,400,\N,\N,\N,\N,4.97,14.8,22.4,0.94,0.05,0.03,Nonwood,forb,Light,slow
-0.06,\N,50,52.5,5.75,\N,400,\N,\N,\N,\N,4.97,14.8,22.4,0.94,0.05,0.03,Nonwood,forb,Light,slow
-0.66,\N,120,52.5,5.75,\N,400,\N,\N,\N,\N,4.97,14.8,22.4,0.94,0.05,0.03,Nonwood,forb,Light,slow
1.92,11,0,-34.12,150.5,\N,\N,\N,\N,\N,\N,3.8,\N,\N,\N,\N,\N,Wood,cereal,Light,\N
0.27,11,0,-34.12,150.5,\N,\N,\N,\N,\N,\N,4.2,\N,\N,\N,\N,\N,Wood,cereal,Light,\N
0.26,5.5,87.5,-34.12,150.5,\N,\N,\N,\N,\N,\N,3.8,\N,\N,\N,\N,\N,Wood,cereal,Light,\N
-0.09,5.5,87.5,-34.12,150.5,\N,\N,\N,\N,\N,\N,4.1,\N,\N,\N,\N,\N,Wood,cereal,Light,\N
-0.34,10,0,-30,151.5,9.85,\N,0.33,0,\N,77.20930233,\N,\N,\N,\N,\N,\N,Nonwood,cereal,\N,\N
0.08,10,110,-30,151.5,9.85,\N,0.33,0,\N,77.20930233,\N,\N,\N,\N,\N,\N,Nonwood,cereal,\N,\N
0.08,10,110,-30,151.5,9.85,\N,0.33,0,\N,77.20930233,\N,\N,\N,\N,\N,\N,Nonwood,cereal,\N,\N
0.07,10,110,-30,151.5,9.85,\N,0.33,0,\N,77.20930233,\N,\N,\N,\N,\N,\N,Nonwood,cereal,\N,\N
0.03,10,110,-30,151.5,9.85,\N,0.33,0,\N,77.20930233,\N,\N,\N,\N,\N,\N,Nonwood,cereal,\N,\N
0.15,10,0,-30,151.5,9.85,\N,0.33,0,\N,77.20930233,\N,\N,\N,\N,\N,\N,Nonwood,cereal,\N,\N
0.14,10,110,-30,151.5,9.85,\N,0.33,0,\N,77.20930233,\N,\N,\N,\N,\N,\N,Nonwood,cereal,\N,\N
0.03,10,110,-30,151.5,9.85,\N,0.33,0,\N,77.20930233,\N,\N,\N,\N,\N,\N,Nonwood,cereal,\N,\N
0.15,10,110,-30,151.5,9.85,\N,0.33,0,\N,77.20930233,\N,\N,\N,\N,\N,\N,Nonwood,cereal,\N,\N
0,10,110,-30,151.5,9.85,\N,0.33,0,\N,77.20930233,\N,\N,\N,\N,\N,\N,Nonwood,cereal,\N,\N
-0.08,10,0,32,119,9.1,450,0.47,0.01,\N,75.06451613,6.6,\N,14.7,\N,\N,\N,Nonwood,cereal,Medium,slow
-0.04,25,0,32,119,9.1,450,0.47,0.01,\N,75.06451613,6.6,\N,14.7,\N,\N,\N,Nonwood,cereal,Medium,slow
0.2,10,200,32,119,9.1,450,0.47,0.01,\N,75.06451613,6.6,\N,14.7,\N,\N,\N,Nonwood,cereal,Medium,slow
0.33,25,200,32,119,9.1,450,0.47,0.01,\N,75.06451613,6.6,\N,14.7,\N,\N,\N,Nonwood,cereal,Medium,slow
0.29,50,200,32,119,9.1,450,0.47,0.01,\N,75.06451613,6.6,\N,14.7,\N,\N,\N,Nonwood,cereal,Medium,slow
0.02,50,0,32,119,9.1,450,0.47,0.01,\N,75.06451613,6.6,\N,14.7,\N,\N,\N,Nonwood,cereal,Medium,slow
0.04,10,0,32,119,9.1,450,0.47,0.01,\N,75.06451613,6.6,\N,14.7,\N,\N,\N,Nonwood,cereal,Medium,slow
0.02,25,0,32,119,9.1,450,0.47,0.01,\N,75.06451613,6.6,\N,14.7,\N,\N,\N,Nonwood,cereal,Medium,slow
0.13,50,0,32,119,9.1,450,0.47,0.01,\N,75.06451613,6.6,\N,14.7,\N,\N,\N,Nonwood,cereal,Medium,slow
0.15,10,200,32,119,9.1,450,0.47,0.01,\N,75.06451613,6.6,\N,14.7,\N,\N,\N,Nonwood,cereal,Medium,slow
0.21,25,200,32,119,9.1,450,0.47,0.01,\N,75.06451613,6.6,\N,14.7,\N,\N,\N,Nonwood,cereal,Medium,slow
0.53,50,200,32,119,9.1,450,0.47,0.01,\N,75.06451613,6.6,\N,14.7,\N,\N,\N,Nonwood,cereal,Medium,slow
0,10,0,32,119,9.1,450,0.47,0.01,\N,75.06451613,6.6,\N,14.7,\N,\N,\N,Nonwood,cereal,Medium,slow
0.08,50,0,32,119,9.1,450,0.47,0.01,\N,75.06451613,6.6,\N,14.7,\N,\N,\N,Nonwood,cereal,Medium,slow
0.08,10,200,32,119,9.1,450,0.47,0.01,\N,75.06451613,6.6,\N,14.7,\N,\N,\N,Nonwood,cereal,Medium,slow
0.18,25,200,32,119,9.1,450,0.47,0.01,\N,75.06451613,6.6,\N,14.7,\N,\N,\N,Nonwood,cereal,Medium,slow
0.08,25,0,32,119,9.1,450,0.47,0.01,\N,75.06451613,6.6,\N,14.7,\N,\N,\N,Nonwood,cereal,Medium,slow
-0.03,10,0,32,119,9.1,450,0.47,0.01,\N,75.06451613,6.6,\N,14.7,\N,\N,\N,Nonwood,cereal,Medium,slow
0.17,25,0,32,119,9.1,450,0.47,0.01,\N,75.06451613,6.6,\N,14.7,\N,\N,\N,Nonwood,cereal,Medium,slow
0.16,50,0,32,119,9.1,450,0.47,0.01,\N,75.06451613,6.6,\N,14.7,\N,\N,\N,Nonwood,cereal,Medium,slow
0.1,10,200,32,119,9.1,450,0.47,0.01,\N,75.06451613,6.6,\N,14.7,\N,\N,\N,Nonwood,cereal,Medium,slow
0.16,25,200,32,119,9.1,450,0.47,0.01,\N,75.06451613,6.6,\N,14.7,\N,\N,\N,Nonwood,cereal,Medium,slow
0.53,50,200,32,119,9.1,450,0.47,0.01,\N,75.06451613,6.6,\N,14.7,\N,\N,\N,Nonwood,cereal,Medium,slow
0.54,50,200,32,119,9.1,450,0.47,0.01,\N,75.06451613,6.6,\N,14.7,\N,\N,\N,Nonwood,cereal,Medium,slow
0.18,58,0,4.25,-72.5,\N,\N,0.73,0.01,\N,95.92105263,4.3,3,52.2,0.41,0.24,0.34,Wood,cereal,Medium,fast
0.21,58,0,4.25,-72.5,\N,\N,0.73,0.01,\N,95.92105263,4.3,3,52.2,0.41,0.24,0.34,Wood,cereal,Medium,fast
0.02,58,120,4.25,-72.5,\N,\N,0.73,0.01,\N,95.92105263,4.3,3,52.2,0.41,0.24,0.34,Wood,cereal,Medium,fast
0.02,58,120,4.25,-72.5,\N,\N,0.73,0.01,\N,95.92105263,4.3,3,52.2,0.41,0.24,0.34,Wood,cereal,Medium,fast
0.05,58,120,4.25,-72.5,\N,\N,0.73,0.01,\N,95.92105263,4.3,3,52.2,0.41,0.24,0.34,Wood,cereal,Medium,fast
0.38,58,0,4.25,-72.5,\N,\N,0.73,0.01,\N,95.92105263,4.3,3,52.2,0.41,0.24,0.34,Wood,cereal,Medium,fast
0.32,58,0,4.25,-72.5,\N,\N,0.73,0.01,\N,95.92105263,4.3,3,52.2,0.41,0.24,0.34,Wood,cereal,Medium,fast
-0.05,58,120,4.25,-72.5,\N,\N,0.73,0.01,\N,95.92105263,4.3,3,52.2,0.41,0.24,0.34,Wood,cereal,Medium,fast
-0.13,58,0,4.25,-72.5,\N,\N,0.73,0.01,\N,95.92105263,4.3,3,52.2,0.41,0.24,0.34,Wood,cereal,Medium,fast
-0.18,58,120,4.25,-72.5,\N,\N,0.73,0.01,\N,95.92105263,4.3,3,52.2,0.41,0.24,0.34,Wood,cereal,Medium,fast
0.07,58,120,4.25,-72.5,\N,\N,0.73,0.01,\N,95.92105263,4.3,3,52.2,0.41,0.24,0.34,Wood,cereal,Medium,fast
0.89,58,0,4.25,-72.5,\N,\N,0.73,0.01,\N,95.92105263,4.3,3,52.2,0.41,0.24,0.34,Wood,cereal,Medium,fast
0.95,32.5,0,2.75,-76.5,\N,350,0.82,0.01,\N,144.5614035,5.1,6,\N,0.24,0.28,0.48,Wood,cereal,Medium,fast
0.69,32.5,0,2.75,-76.5,\N,350,0.82,0.01,\N,144.5614035,5.1,6,\N,0.24,0.28,0.48,Wood,cereal,Medium,fast
0.91,32.5,0,2.75,-76.5,\N,350,0.82,0.01,\N,144.5614035,5.1,6,\N,0.24,0.28,0.48,Wood,cereal,Medium,fast
0.67,32.5,0,2.75,-76.5,\N,350,0.82,0.01,\N,144.5614035,5.1,6,\N,0.24,0.28,0.48,Wood,cereal,Medium,fast
1.33,32.5,0,2.75,-76.5,\N,350,0.82,0.01,\N,144.5614035,5.1,6,\N,0.24,0.28,0.48,Wood,cereal,Medium,fast
1.05,32.5,0,2.75,-76.5,\N,350,0.82,0.01,\N,144.5614035,5.1,6,\N,0.24,0.28,0.48,Wood,cereal,Medium,fast
0.07,5,200,-23.65,30.13,7.2,450,0.34,0,0,91.35135135,4.9,\N,\N,\N,\N,\N,Wood,fruit,\N,fast
-0.12,5,200,-23.65,30.13,7.2,450,0.34,0,0,91.35135135,4.9,\N,\N,\N,\N,\N,Wood,fruit,\N,fast
0.04,5,200,-23.65,30.13,7.2,450,0.34,0,0,91.35135135,4.9,\N,\N,\N,\N,\N,Wood,fruit,\N,fast
-0.02,5,200,-23.65,30.13,7.2,450,0.34,0,0,91.35135135,4.9,\N,\N,\N,\N,\N,Wood,fruit,\N,fast
0.03,5,200,-23.65,30.13,7.2,450,0.34,0,0,91.35135135,4.9,\N,\N,\N,\N,\N,Wood,fruit,\N,fast
-0.11,8,0,19.5,102,7.5,\N,0.87,\N,\N,\N,7.1,16,14,0.21,0.34,0.45,Wood,cereal,Heavy,\N
1.57,\N,\N,\N,\N,8.8,550,0.52,0,\N,246.1904762,5.38,\N,\N,\N,\N,\N,Manure,forb,\N,slow
1.44,\N,\N,\N,\N,8.8,550,0.52,0,\N,246.1904762,5.38,\N,\N,\N,\N,\N,Manure,forb,\N,slow
1.53,\N,\N,\N,\N,8.8,550,0.52,0,\N,246.1904762,5.38,\N,\N,\N,\N,\N,Manure,forb,\N,slow
1.39,\N,\N,\N,\N,8.8,550,0.52,0,\N,246.1904762,5.38,\N,\N,\N,\N,\N,Manure,forb,\N,slow
1.39,\N,\N,\N,\N,8.8,550,0.52,0,\N,246.1904762,5.38,\N,\N,\N,\N,\N,Manure,forb,\N,slow
1.39,\N,\N,\N,\N,8.8,550,0.52,0,\N,246.1904762,5.38,\N,\N,\N,\N,\N,Manure,forb,\N,slow
1.1,\N,\N,\N,\N,7.7,550,0.78,0,\N,298.0769231,5.38,\N,\N,\N,\N,\N,Nonwood,forb,\N,slow
0.96,\N,\N,\N,\N,7.7,550,0.78,0,\N,298.0769231,5.38,\N,\N,\N,\N,\N,Nonwood,forb,\N,slow
1.28,\N,\N,\N,\N,7.7,550,0.78,0,\N,298.0769231,5.38,\N,\N,\N,\N,\N,Nonwood,forb,\N,slow
0.69,\N,\N,\N,\N,7.7,550,0.78,0,\N,298.0769231,5.38,\N,\N,\N,\N,\N,Nonwood,forb,\N,slow
0.69,\N,\N,\N,\N,7.7,550,0.78,0,\N,298.0769231,5.38,\N,\N,\N,\N,\N,Nonwood,forb,\N,slow
1.39,\N,\N,\N,\N,7.7,550,0.78,0,\N,298.0769231,5.38,\N,\N,\N,\N,\N,Nonwood,forb,\N,slow
0.68,2.4,36,28,116,\N,250,0.64,0.01,0.24,51.20967742,4.1,7.28,0.7,0.4,0.28,0.32,Nonwood,cereal,Medium,slow
0.74,2.4,36,28,116,\N,300,0.68,0.01,0.31,45.98639456,4.1,7.28,0.7,0.4,0.28,0.32,Nonwood,cereal,Medium,slow
0.95,2.4,36,28,116,\N,350,0.66,0.02,0.39,43.55263158,4.1,7.28,0.7,0.4,0.28,0.32,Nonwood,cereal,Medium,slow
0.9,2.4,36,28,116,9.98,400,0.7,0.01,0.35,55.31746032,4.1,7.28,0.7,0.4,0.28,0.32,Nonwood,cereal,Medium,slow
0.51,2.4,36,28,116,9.98,400,0.7,0.01,0.35,55.31746032,4.1,7.28,0.7,0.4,0.28,0.32,Nonwood,cereal,Medium,slow
-0.05,\N,\N,48.5,-115.88,7.7,600,0.68,0,\N,521.5384615,8.1,\N,\N,\N,\N,\N,Wood,forb,\N,fast
0.13,\N,\N,48.5,-115.88,7.7,600,0.68,0,\N,521.5384615,8.1,\N,\N,\N,\N,\N,Wood,forb,\N,fast
-0.01,\N,\N,48.5,-115.88,7.7,600,0.68,0,\N,521.5384615,8.1,\N,\N,\N,\N,\N,Wood,forb,\N,fast
-0.15,\N,\N,48.5,-115.88,7.7,600,0.68,0,\N,521.5384615,8.1,\N,\N,\N,\N,\N,Wood,forb,\N,fast
0.75,2.4,36,28,116,\N,450,0.73,0,0.44,662.7272727,4.1,7.28,0.7,0.4,0.28,0.32,Nonwood,cereal,Medium,slow
0.63,10,0.6,46.25,7.5,8.35,550,0.87,0,\N,282.4675325,7.23,\N,27.12,0.66,0.2,0.14,Wood,forb,Light,slow
-0.41,10,0,46.25,7.5,8.35,550,0.87,0,\N,282.4675325,7.3,15.5,20.39,0.66,0.2,0.14,Wood,forb,Light,slow
0.79,10,0.6,46.25,7.5,8.35,550,0.87,0,\N,282.4675325,7.23,\N,27.12,0.66,0.2,0.14,Wood,forb,Light,slow
-0.55,10,0,46.25,7.5,8.35,550,0.87,0,\N,282.4675325,7.3,15.5,20.39,0.66,0.2,0.14,Wood,forb,Light,slow
0.1,2.6,146,\N,\N,8.12,300,0.26,0.02,0.47,12.33333333,6.85,9.76,\N,\N,\N,0.27,Manure,cereal,Medium,slow
0.28,6.5,146,\N,\N,8.12,300,0.26,0.02,0.47,12.33333333,6.85,9.76,\N,\N,\N,0.27,Manure,cereal,Medium,slow
0.38,26,146,\N,\N,8.12,300,0.26,0.02,0.47,12.33333333,6.85,9.76,\N,\N,\N,0.27,Manure,cereal,Medium,slow
0.36,91,146,\N,\N,8.12,300,0.26,0.02,0.47,12.33333333,6.85,9.76,\N,\N,\N,0.27,Manure,cereal,Medium,slow
0.17,2.6,146,\N,\N,9.17,400,0.63,0.01,0.13,56.90909091,6.85,9.76,\N,\N,\N,0.27,Nonwood,cereal,Medium,slow
