RR,BApplication,NAP,latitude,longitude,biochar_pH,highestT,Biochar carbon,Biochar.Nitrogen,Biochar.Ash,Biochar C/N,Soil_PH,CEC,Soil Organic Carbon,sand,silt,clay,feedstock,croptype,texture,PyrolysisType
-0.03,41.3,60,14.18,121.25,\N,\N,0.4,0.01,0.45,67.30414085,6.5,34.1,15.3,0.15,0.21,0.37,Nonwood,cereal,Heavy,\N
0.01,41.3,60,14.18,121.25,\N,\N,0.4,0.01,0.45,67.30414085,6.5,34.1,15.3,0.15,0.21,0.37,Nonwood,cereal,Heavy,\N
-0.04,41.3,60,14.18,121.25,\N,\N,0.4,0.01,0.45,67.30414085,6.5,34.1,15.3,0.15,0.21,0.37,Nonwood,cereal,Heavy,\N
-0.08,41.3,60,14.18,121.25,\N,\N,0.4,0.01,0.45,67.30414085,6.5,34.1,15.3,0.15,0.21,0.37,Nonwood,cereal,Heavy,\N
-0.27,4,50,19.5,102,7.5,\N,0.87,0,\N,280.6451613,5.4,23,10,0.18,0.34,0.38,Wood,cereal,Heavy,\N
0.13,4,50,19.5,102,7.5,\N,0.87,0,\N,280.6451613,5.4,23,18,0.18,0.34,0.38,Wood,cereal,Heavy,\N
-0.34,4,50,19.5,102,7.5,\N,0.87,0,\N,280.6451613,5.4,23,10,0.18,0.34,0.38,Wood,cereal,Heavy,\N
0.76,4,50,19.5,102,7.5,\N,0.87,0,\N,280.6451613,5.4,23,10,0.18,0.34,0.38,Wood,cereal,Heavy,\N
-0.11,8,50,19.5,102,7.5,\N,0.87,0,\N,280.6451613,5.4,23,10,0.18,0.34,0.38,Wood,cereal,Heavy,\N
0.16,8,50,19.5,102,7.5,\N,0.87,0,\N,280.6451613,5.4,23,10,0.18,0.34,0.38,Wood,cereal,Heavy,\N
0.13,8,50,19.5,102,7.5,\N,0.87,0,\N,280.6451613,5.4,23,10,0.18,0.34,0.38,Wood,cereal,Heavy,\N
0.36,8,50,19.5,102,7.5,\N,0.87,0,\N,280.6451613,5.4,23,10,0.18,0.34,0.38,Wood,cereal,Heavy,\N
-0.31,16,50,19.5,102,7.5,\N,0.87,0,\N,280.6451613,5.4,23,10,0.18,0.34,0.38,Wood,cereal,Heavy,\N
-0.04,16,50,19.5,102,7.5,\N,0.87,0,\N,280.6451613,5.4,23,10,0.18,0.34,0.38,Wood,cereal,Heavy,\N
0,16,50,19.5,102,7.5,\N,0.87,0,\N,280.6451613,5.4,23,10,0.18,0.34,0.38,Wood,cereal,Heavy,\N
0.13,16,50,19.5,102,7.5,\N,0.87,0,\N,280.6451613,5.4,23,10,0.18,0.34,0.38,Wood,cereal,Heavy,\N
0.16,41.3,60,14.5,121.5,8.6,\N,0.4,0.01,\N,67.30414085,4.1,23.5,36.4,0.36,0.07,0.43,Nonwood,cereal,Medium,slow
0.1,41.3,60,14.5,121.5,8.6,\N,0.4,0.01,\N,67.30414085,4.1,23.5,36.4,0.36,0.07,0.43,Nonwood,cereal,Medium,slow
0.09,41.3,60,14.5,121.5,\N,\N,0.4,0.01,\N,67.30414085,4.1,23.5,36.4,0.36,0.07,0.43,Nonwood,cereal,Medium,slow
0.03,41.3,60,14.5,121.5,\N,\N,0.4,0.01,\N,67.30414085,4.1,23.5,36.4,0.36,0.07,0.43,Nonwood,cereal,Medium,slow
0.01,41.3,60,14.5,121.5,\N,\N,0.4,0.01,\N,67.30414085,4.1,23.5,36.4,0.36,0.07,0.43,Nonwood,cereal,Medium,slow
0.06,41.3,40,14.5,121.5,\N,\N,0.4,0.01,\N,67.30414085,4.1,23.5,36.4,0.36,0.07,0.43,Nonwood,cereal,Medium,slow
0.04,41.3,40,15.25,104.75,8.6,\N,0.4,0.01,\N,67.30414085,4.8,1.7,3.4,0.03,0.77,0.18,Nonwood,cereal,Medium,slow
0.11,41.3,40,15.25,104.75,8.6,\N,0.4,0.01,\N,67.30414085,4.8,1.7,3.4,0.03,0.77,0.18,Nonwood,cereal,Medium,slow
0.24,41.3,40,15.25,104.75,\N,\N,0.4,0.01,\N,67.30414085,4.8,1.7,3.4,0.03,0.77,0.18,Nonwood,cereal,Medium,slow
0.24,41.3,40,15.25,104.75,\N,\N,0.4,0.01,\N,67.30414085,4.8,1.7,3.4,0.03,0.77,0.18,Nonwood,cereal,Medium,slow
-0.12,41.3,40,15.25,104.75,\N,\N,0.4,0.01,\N,67.30414085,4.8,1.7,3.4,0.03,0.77,0.18,Nonwood,cereal,Medium,slow
0.28,41.3,40,15.25,104.75,\N,\N,0.4,0.01,\N,67.30414085,4.8,1.7,3.4,0.03,0.77,0.18,Nonwood,cereal,Medium,slow
0.15,41.3,40,15.25,104.75,\N,\N,0.4,0.01,\N,67.30414085,4.8,1.7,3.4,0.03,0.77,0.18,Nonwood,cereal,Medium,slow
0.3,41.3,40,15.25,104.75,\N,\N,0.4,0.01,\N,67.30414085,4.8,1.7,3.4,0.03,0.77,0.18,Nonwood,cereal,Medium,slow
0.41,10,0,-34.12,150.5,13,550,0.38,0.02,\N,19,4.5,9.12,19.7,\N,\N,\N,Manure,root,Medium,slow
0.36,10,100,-34.12,150.5,13,550,0.38,0.02,\N,19,4.5,9.12,19.7,\N,\N,\N,Manure,root,Medium,slow
0.47,25,0,-34.12,150.5,13,550,0.38,0.02,\N,19,4.5,9.12,19.7,\N,\N,\N,Manure,root,Medium,slow
0.49,25,100,-34.12,150.5,13,550,0.38,0.02,\N,19,4.5,9.12,19.7,\N,\N,\N,Manure,root,Medium,slow
0.63,50,0,-34.12,150.5,13,550,0.38,0.02,\N,19,4.5,9.12,19.7,\N,\N,\N,Manure,root,Medium,slow
0.56,50,100,-34.12,150.5,13,550,0.38,0.02,\N,19,4.5,9.12,19.7,\N,\N,\N,Manure,root,Medium,slow
0.3,10,0,-34.12,150.5,9.9,450,0.33,0.01,\N,38.82352941,4.5,11.07,19.7,\N,\N,\N,Manure,root,Medium,slow
0.42,10,100,-34.12,150.5,9.9,450,0.33,0.01,\N,38.82352941,4.5,11.07,19.7,\N,\N,\N,Manure,root,Medium,slow
0.43,25,0,-34.12,150.5,9.9,450,0.33,0.01,\N,38.82352941,4.5,11.07,19.7,\N,\N,\N,Manure,root,Medium,slow
0.44,25,100,-34.12,150.5,9.9,450,0.33,0.01,\N,38.82352941,4.5,11.07,19.7,\N,\N,\N,Manure,root,Medium,slow
0.65,50,0,-34.12,150.5,9.9,450,0.33,0.01,\N,38.82352941,4.5,11.07,19.7,\N,\N,\N,Manure,root,Medium,slow
0.43,50,100,-34.12,150.5,9.9,450,0.33,0.01,\N,38.82352941,4.5,11.07,19.7,\N,\N,\N,Manure,root,Medium,slow
0.88,10,16.25,-28.5,153.5,9.4,550,0.5,0,\N,104.1666667,4.2,4.03,\N,\N,\N,\N,Wood,cereal,Light,slow
0.53,10,16.25,-28.5,153.5,9.4,550,0.5,0,\N,104.1666667,4.2,4.03,\N,\N,\N,\N,Wood,root,Light,slow
0.31,10,16.25,-28.5,153.5,9.4,550,0.5,0,\N,104.1666667,4.2,4.03,\N,\N,\N,\N,Wood,legume,Light,slow
0.69,10,0,-28.5,153.5,9.4,550,0.5,0,\N,104.1666667,4.2,4.03,\N,\N,\N,\N,Wood,root,Light,slow
0.15,10,0,-28.5,153.5,9.4,550,0.5,0,\N,104.1666667,4.2,4.03,\N,\N,\N,\N,Wood,legume,Light,slow
0.29,10,0,-28.5,153.5,9.4,550,0.5,0,\N,104.1666667,4.2,4.03,\N,\N,\N,\N,Wood,cereal,Light,slow
0.18,10,0,-34.12,150.5,8.2,550,\N,0.02,\N,\N,4.6,\N,\N,\N,\N,\N,Manure,fruit,Medium,slow
0.14,10,120,-34.12,150.5,8.2,550,\N,0.02,\N,\N,4.6,\N,\N,\N,\N,\N,Manure,fruit,Medium,slow
0.52,10,0,-34.12,150.5,8.2,550,\N,0.02,\N,\N,4.6,\N,\N,\N,\N,\N,Manure,fruit,Medium,slow
0.13,10,120,-34.12,150.5,8.2,550,\N,0.02,\N,\N,4.6,\N,\N,\N,\N,\N,Manure,fruit,Medium,slow
0.14,\N,\N,\N,\N,\N,600,\N,\N,\N,\N,5.41,\N,\N,\N,\N,\N,Wood,grass,Medium,slow
0.25,\N,\N,\N,\N,\N,600,\N,\N,\N,\N,5.41,\N,\N,\N,\N,\N,Wood,grass,Medium,slow
0.17,\N,\N,\N,\N,\N,600,\N,\N,\N,\N,7.22,\N,\N,\N,\N,\N,Wood,grass,Medium,slow
0.13,\N,\N,\N,\N,\N,600,\N,\N,\N,\N,7.22,\N,\N,\N,\N,\N,Wood,grass,Medium,slow
0.45,65,0,33.5,133,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,Nonwood,tree,Light,\N
0.43,65,0,33.5,133,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,Wood,tree,Light,\N
0.48,65,0,33.5,133,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,Nonwood,tree,Light,\N
-0.25,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,5.9,\N,12.5,\N,\N,\N,Nonwood,root,\N,\N
-0.25,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,5.9,\N,12.5,\N,\N,\N,Nonwood,root,\N,\N
-0.56,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,5.9,\N,12.5,\N,\N,\N,Nonwood,root,\N,\N
-0.18,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,5.9,\N,12.5,\N,\N,\N,Nonwood,root,\N,\N
-0.23,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,5.9,\N,12.5,\N,\N,\N,Nonwood,root,\N,\N
-0.25,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,5.9,\N,12.5,\N,\N,\N,Nonwood,root,\N,\N
-0.47,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,5.9,\N,12.5,\N,\N,\N,Nonwood,root,\N,\N
-0.11,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,5.9,\N,12.5,\N,\N,\N,Nonwood,root,\N,\N
0.15,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,5.9,\N,12.5,\N,\N,\N,Nonwood,root,\N,\N
0.25,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,5.9,\N,12.5,\N,\N,\N,Nonwood,root,\N,\N
0.33,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,5.9,\N,12.5,\N,\N,\N,Nonwood,root,\N,\N
0.03,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,5.9,\N,12.5,\N,\N,\N,Nonwood,root,\N,\N
0.13,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,5.9,\N,12.5,\N,\N,\N,Nonwood,root,\N,\N
0.28,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,5.9,\N,12.5,\N,\N,\N,Nonwood,root,\N,\N
0.34,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,5.9,\N,12.5,\N,\N,\N,Nonwood,root,\N,\N
0.04,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,5.9,\N,12.5,\N,\N,\N,Nonwood,root,\N,\N
0.11,15,\N,-8,112.5,7.9,270,0.26,0.01,\N,32.75641026,6.49,\N,6.5,\N,\N,\N,Manure,root,Medium,slow
0.12,15,\N,-8,112.5,7.9,270,0.26,0.01,\N,32.75641026,6.49,\N,6.5,\N,\N,\N,Manure,root,Medium,slow
0.48,15,\N,-8,112.5,7.9,270,0.26,0.01,\N,32.75641026,6.49,\N,6.5,\N,\N,\N,Manure,root,Medium,slow
0.1,15,\N,-8,112.5,7.9,270,0.26,0.01,\N,32.75641026,6.49,\N,6.5,\N,\N,\N,Manure,root,Medium,slow
0.28,15,\N,-8,112.5,7.9,270,0.26,0.01,\N,32.75641026,6.49,\N,6.5,\N,\N,\N,Manure,cereal,Medium,slow
0.1,15,\N,-8,112.5,7.9,270,0.26,0.01,\N,32.75641026,6.49,\N,6.5,\N,\N,\N,Manure,legume,Medium,slow
0.42,15,\N,-8,112.5,7.9,270,0.26,0.01,\N,32.75641026,6.49,\N,6.5,\N,\N,\N,Manure,cereal,Medium,slow
0.45,15,\N,-8,112.5,7.9,270,0.26,0.01,\N,32.75641026,6.49,\N,6.5,\N,\N,\N,Manure,legume,Medium,slow
0.13,15,\N,-8,112.5,8.1,285,0.4,0,\N,449.1111111,6.49,\N,6.5,\N,\N,\N,Nonwood,root,Medium,slow
0.08,15,\N,-8,112.5,8.1,285,0.4,0,\N,449.1111111,6.49,\N,6.5,\N,\N,\N,Nonwood,root,Medium,slow
0.37,15,\N,-8,112.5,8.1,285,0.4,0,\N,449.1111111,6.49,\N,6.5,\N,\N,\N,Nonwood,root,Medium,slow
0.1,15,\N,-8,112.5,8.1,285,0.4,0,\N,449.1111111,6.49,\N,6.5,\N,\N,\N,Nonwood,root,Medium,slow
0.12,15,\N,-8,112.5,8.1,285,0.4,0,\N,449.1111111,6.49,\N,6.5,\N,\N,\N,Nonwood,cereal,Medium,slow
0.1,15,\N,-8,112.5,8.1,285,0.4,0,\N,449.1111111,6.49,\N,6.5,\N,\N,\N,Nonwood,legume,Medium,slow
0.29,15,\N,-8,112.5,8.1,285,0.4,0,\N,449.1111111,6.49,\N,6.5,\N,\N,\N,Nonwood,cereal,Medium,slow
0.36,15,\N,-8,112.5,8.1,285,0.4,0,\N,449.1111111,6.49,\N,6.5,\N,\N,\N,Nonwood,legume,Medium,slow
0.17,20,400,32,118.75,\N,400,0.51,0.01,0.21,100.254902,5.8,\N,17.4,0.04,0.69,0.27,Nonwood,vegetable,Medium,slow
-0.04,40,400,32,118.75,\N,400,0.51,0.01,0.21,100.254902,5.8,\N,17.4,0.04,0.69,0.27,Nonwood,vegetable,Medium,slow
0.67,30,400,32,118.75,\N,400,0.51,0.01,0.21,100.254902,5.8,\N,17.4,0.04,0.69,0.27,Nonwood,vegetable,Medium,slow
0.71,30,400,32,118.75,\N,400,0.51,0.01,0.21,100.254902,5.8,\N,17.4,0.04,0.69,0.27,Nonwood,vegetable,Medium,slow
1.03,10,16.25,-28.5,153.5,8.2,550,0.52,0,\N,167.7419355,4.2,4.03,\N,\N,\N,\N,Wood,cereal,Light,slow
0.34,10,16.25,-28.5,153.5,8.2,550,0.52,0,\N,167.7419355,4.2,4.03,\N,\N,\N,\N,Wood,root,Light,slow
0.52,10,16.25,-28.5,153.5,8.2,550,0.52,0,\N,167.7419355,4.2,4.03,\N,\N,\N,\N,Wood,legume,Light,slow
0.41,10,0,-28.5,153.5,8.2,550,0.52,0,\N,167.7419355,4.2,4.03,\N,\N,\N,\N,Wood,root,Light,slow
0.15,10,0,-28.5,153.5,8.2,550,0.52,0,\N,167.7419355,4.2,4.03,\N,\N,\N,\N,Wood,legume,Light,slow
0.51,10,0,-28.5,153.5,8.2,550,0.52,0,\N,167.7419355,4.2,4.03,\N,\N,\N,\N,Wood,cereal,Light,slow
-0.04,25,100,53.25,-4,8.81,450,0.76,0,\N,205.6,6.86,\N,35,\N,\N,\N,Wood,cereal,Medium,slow
0,50,100,53.25,-4,8.81,450,0.76,0,\N,205.6,6.86,\N,35,\N,\N,\N,Wood,cereal,Medium,slow
0.05,25,100,53.25,-4,8.81,450,0.76,0,\N,205.6,6.86,\N,35,\N,\N,\N,Wood,grass,Medium,slow
0.3,50,100,53.25,-4,8.81,450,0.76,0,\N,205.6,6.86,\N,35,\N,\N,\N,Wood,grass,Medium,slow
0.54,25,100,53.25,-4,8.81,450,0.76,0,\N,205.6,6.86,\N,35,\N,\N,\N,Wood,grass,Medium,slow
0.58,50,100,53.25,-4,8.81,450,0.76,0,\N,205.6,6.86,\N,35,\N,\N,\N,Wood,grass,Medium,slow
0.09,25,0,53.25,-4,8.81,450,0.76,\N,\N,\N,6.8,\N,35,\N,\N,\N,Wood,legume,Medium,slow
-0.1,50,0,53.25,-4,8.81,450,0.76,\N,\N,\N,6.8,\N,35,\N,\N,\N,Wood,legume,Medium,slow
0.32,8,50,19.5,102,7.5,\N,0.87,0,\N,280.6451613,8.3,15,12,0.32,0.32,0.35,Wood,cereal,Heavy,\N
0.37,8,50,19.5,102,7.5,\N,0.87,0,\N,280.6451613,8.3,15,12,0.32,0.32,0.35,Wood,cereal,Heavy,\N
0.51,8,50,19.5,102,7.5,\N,0.87,0,\N,280.6451613,8.3,15,12,0.32,0.32,0.35,Wood,cereal,Heavy,\N
0.2,8,0,19.5,102,7.5,\N,0.87,0,\N,280.6451613,8.3,15,12,0.32,0.32,0.35,Wood,cereal,Heavy,\N
0.1,200,100,50.5,8.6,8.1,498,0.72,0.02,\N,38.91304348,\N,\N,\N,\N,\N,\N,Nonwood,cereal,Light,slow
0.19,100,100,50.5,8.6,8.1,498,0.72,0.02,\N,38.91304348,\N,\N,\N,\N,\N,\N,Nonwood,cereal,Light,slow
0.37,100,100,50.5,8.6,8.1,498,0.72,0.02,\N,38.91304348,\N,\N,\N,\N,\N,\N,Nonwood,cereal,Light,slow
0.46,200,100,50.5,8.6,8.1,498,0.72,0.02,\N,38.91304348,\N,\N,\N,\N,\N,\N,Nonwood,cereal,Light,slow
0.07,100,100,50.5,8.6,8.1,498,0.72,0.02,\N,38.91304348,\N,\N,\N,\N,\N,\N,Nonwood,cereal,Light,slow
0.69,200,100,50.5,8.6,8.1,498,0.72,0.02,\N,38.91304348,\N,\N,\N,\N,\N,\N,Nonwood,cereal,Light,slow
-0.26,200,100,50.5,8.6,8.1,498,0.72,0.02,\N,38.91304348,\N,\N,\N,\N,\N,\N,Nonwood,cereal,Light,slow
0.92,100,100,50.5,8.6,8.1,498,0.72,0.02,\N,38.91304348,\N,\N,\N,\N,\N,\N,Nonwood,cereal,Light,slow
0.14,14,120,0.25,35,9.4,450,0.85,0,\N,386.8181818,5.5,\N,\N,\N,\N,0.14,Wood,cereal,Medium,slow
0.35,14,120,0.25,35,9.4,450,0.85,0,\N,386.8181818,5.5,\N,\N,\N,\N,\N,Wood,cereal,Medium,slow
0.72,14,120,0.25,35,9.4,450,0.85,0,\N,386.8181818,5.9,\N,\N,\N,\N,\N,Wood,cereal,Medium,slow
0.85,14,120,0.25,35,9.4,450,0.85,0,\N,386.8181818,5.9,\N,\N,\N,\N,\N,Wood,cereal,Medium,slow
-0.61,14,120,0.25,35,9.4,450,0.85,0,\N,386.8181818,6.3,\N,\N,\N,\N,\N,Wood,cereal,Medium,slow
-0.21,14,120,0.25,35,9.4,450,0.85,0,\N,386.8181818,6.3,\N,\N,\N,\N,\N,Wood,cereal,Medium,slow
0.26,14,120,0.25,35,9.4,450,0.85,0,\N,386.8181818,5.2,\N,\N,\N,\N,\N,Wood,cereal,Medium,slow
-0.14,14,120,0.25,35,9.4,450,0.85,0,\N,386.8181818,5.2,\N,\N,\N,\N,\N,Wood,cereal,Medium,slow
0.36,67.6,0,-3,-60,\N,\N,0.71,\N,\N,\N,5.14,\N,\N,\N,\N,0.65,Wood,legume,Light,\N
0.28,67.6,49.8,-3,-60,\N,\N,0.71,\N,\N,\N,5.93,\N,39,\N,\N,0.65,Wood,legume,Light,\N
0.61,135.2,41.68,-3,-60,\N,\N,0.71,\N,\N,\N,5.16,\N,\N,\N,\N,0.65,Wood,legume,Light,\N
0.35,135.2,91.48,-3,-60,\N,\N,0.71,\N,\N,\N,5.8,\N,39,\N,\N,0.65,Wood,legume,Light,\N
0.07,22.4,\N,42.5,-114.5,6.8,500,0.66,0,0.14,206.875,7.6,19,12,0.24,0.56,0.2,Wood,cereal,Medium,fast
0.03,22.4,\N,42.5,-114.5,6.8,500,0.66,0,0.14,206.875,7.6,19,12,0.24,0.56,0.2,Wood,cereal,Medium,fast
-0.37,22.4,\N,42.5,-114.5,6.8,500,0.66,0,0.14,206.875,7.6,19,12,0.24,0.56,0.2,Wood,cereal,Medium,fast
0.02,22.4,\N,42.5,-114.5,6.8,500,0.66,0,0.14,206.875,7.6,19,12,0.24,0.56,0.2,Wood,cereal,Medium,fast
0,20,300,31,104.25,10.4,450,0.47,0.01,0.21,79.15254237,5.99,\N,20.11,\N,\N,\N,Nonwood,cereal,\N,slow
0.01,40,300,31,104.25,10.4,450,0.47,0.01,0.21,79.15254237,5.99,\N,20.11,\N,\N,\N,Nonwood,cereal,\N,slow
-0.02,20,0,31,104.25,10.4,450,0.47,0.01,0.21,79.15254237,5.99,\N,20.11,\N,\N,\N,Nonwood,cereal,\N,slow
-0.01,40,0,31,104.25,10.4,450,0.47,0.01,0.21,79.15254237,5.99,\N,20.11,\N,\N,\N,Nonwood,cereal,\N,slow
0.06,25,0,32,119,9.1,450,0.47,0.01,\N,75.06451613,7.8,\N,4.8,\N,\N,\N,Nonwood,cereal,Medium,slow
0.15,50,0,32,119,9.1,450,0.47,0.01,\N,75.06451613,7.8,\N,4.8,\N,\N,\N,Nonwood,cereal,Medium,slow
0.08,25,200,32,119,9.1,450,0.47,0.01,\N,75.06451613,7.8,\N,4.8,\N,\N,\N,Nonwood,cereal,Medium,slow
0.04,25,0,32,119,9.1,450,0.47,0.01,\N,75.06451613,7.8,\N,4.8,\N,\N,\N,Nonwood,cereal,Medium,slow
0.16,50,0,32,119,9.1,450,0.47,0.01,\N,75.06451613,7.8,\N,4.8,\N,\N,\N,Nonwood,cereal,Medium,slow
0.09,25,200,32,119,9.1,450,0.47,0.01,\N,75.06451613,7.8,\N,4.8,\N,\N,\N,Nonwood,cereal,Medium,slow
0.16,50,200,32,119,9.1,450,0.47,0.01,\N,75.06451613,7.8,\N,4.8,\N,\N,\N,Nonwood,cereal,Medium,slow
0.17,50,200,32,119,9.1,450,0.47,0.01,\N,75.06451613,7.8,\N,4.8,\N,\N,\N,Nonwood,cereal,Medium,slow
0,25,0,32,119,9.1,450,0.47,0.01,\N,75.06451613,7.8,\N,4.8,\N,\N,\N,Nonwood,cereal,Medium,slow
0.18,50,0,32,119,9.1,450,0.47,0.01,\N,75.06451613,7.8,\N,4.8,\N,\N,\N,Nonwood,cereal,Medium,slow
0.03,25,200,32,119,9.1,450,0.47,0.01,\N,75.06451613,7.8,\N,4.8,\N,\N,\N,Nonwood,cereal,Medium,slow
0.18,50,200,32,119,9.1,450,0.47,0.01,\N,75.06451613,7.8,\N,4.8,\N,\N,\N,Nonwood,cereal,Medium,slow
0.11,50,0,32,119,9.1,450,0.47,0.01,\N,75.06451613,7.8,\N,4.8,\N,\N,\N,Nonwood,cereal,Medium,slow
0.09,25,200,32,119,9.1,450,0.47,0.01,\N,75.06451613,7.8,\N,4.8,\N,\N,\N,Nonwood,cereal,Medium,slow
0.13,50,200,32,119,9.1,450,0.47,0.01,\N,75.06451613,7.8,\N,4.8,\N,\N,\N,Nonwood,cereal,Medium,slow
0,25,0,32,119,9.1,450,0.47,0.01,\N,75.06451613,7.8,\N,4.8,\N,\N,\N,Nonwood,cereal,Medium,slow
